,0
228,0.0001334833431856753
229,0.00013232514177693763
230,0.00013118194936376755
231,0.00013005350772889418
232,0.00012893956418427306
233,0.00012783987142961505
234,0.00012675418741511996
235,0.0001256822752082735
236,0.0001246239028645694
237,0.00012357884330202668
238,0.0001225468741793736
239,0.00012152777777777777
240,0.00012052134088600403
241,0.00011952735468888739
242,0.00011854561465901203
243,0.00011757592045149155
244,0.00011661807580174929
245,0.00011567188842620135
246,0.00011473716992574867
247,0.0001138137356919875
248,0.00011290140481605134
249,0.000112
250,0.00011110934747067507
251,0.00011022927689594356
252,0.0001093596213032542
253,0.00010850021700043399
254,0.00010765090349865435
255,0.0001068115234375
256,0.00010598192251207437
257,0.0001051619494020792
258,0.00010435145570280706
259,0.00010355029585798817
260,0.00010275832709443489
261,0.00010197540935842899
262,0.00010120140525379867
263,0.00010043617998163453
264,9.967960128159487e-05
265,9.893153937475266e-05
266,9.819186690793812e-05
267,9.746045889953218e-05
268,9.673719268666822e-05
269,9.602194787379974e-05
270,9.531460628259419e-05
271,9.461505190311419e-05
272,9.392317084624777e-05
273,9.323885129735202e-05
274,9.256198347107438e-05
275,9.18924595673178e-05
276,9.123017372831656e-05
277,9.057502199679106e-05
278,8.992690227515062e-05
279,8.928571428571427e-05
280,8.865135953192081e-05
281,8.802374126049997e-05
282,8.740276442457766e-05
283,8.678833564768895e-05
284,8.618036318867344e-05
285,8.557875690742823e-05
286,8.498342823149486e-05
287,8.439429012345679e-05
288,8.381125704912537e-05
289,8.323424494649227e-05
290,8.266317119542755e-05
291,8.209795458810283e-05
292,8.153851530011999e-05
293,8.098477486232587e-05
294,8.043665613329502e-05
295,7.989408327246166e-05
296,7.935698171388406e-05
297,7.88252781406243e-05
298,7.82989004597264e-05
299,7.77777777777778e-05
300,7.726184037703778e-05
301,7.675101969211877e-05
302,7.624524828720496e-05
303,7.5744459833795e-05
304,7.524858908895459e-05
305,7.475757187406553e-05
306,7.427134505405893e-05
307,7.378984651711925e-05
308,7.331301515484757e-05
309,7.284079084287201e-05
310,7.237311442189391e-05
311,7.190992767915845e-05
312,7.145117333033918e-05
313,7.099679500182564e-05
314,7.054673721340389e-05
315,7.01009453613203e-05
316,6.96593657017186e-05
317,6.922194533444089e-05
318,6.878863218718368e-05
319,6.8359375e-05
320,6.793412331013867e-05
321,6.751282743721305e-05
322,6.70954384686904e-05
323,6.668190824569425e-05
324,6.627218934911242e-05
325,6.586623508600249e-05
326,6.546399947628801e-05
327,6.506543723973826e-05
328,6.467050378322446e-05
329,6.42791551882461e-05
330,6.389134819872035e-05
331,6.35070402090289e-05
332,6.312618925231539e-05
333,6.274875398902794e-05
334,6.23746936957006e-05
335,6.200396825396825e-05
336,6.163653813980929e-05
337,6.127236441301075e-05
338,6.0911408706850786e-05
339,6.055363321799307e-05
340,6.0199000696588435e-05
341,5.984747443657877e-05
342,5.9499018266198606e-05
343,5.9153596538669544e-05
344,5.881117412308339e-05
345,5.8471716395469276e-05
346,5.813518923004094e-05
347,5.780155899061963e-05
348,5.7470792522228884e-05
349,5.714285714285714e-05
350,5.681772063538445e-05
351,5.649535123966942e-05
352,5.617571764479292e-05
353,5.585878898145488e-05
354,5.554453481452093e-05
355,5.523292513571518e-05
356,5.492393035645631e-05
357,5.461752130083331e-05
358,5.43136691987182e-05
359,5.401234567901235e-05
360,5.3713522763023617e-05
361,5.3417172857971366e-05
362,5.312326875061661e-05
363,5.283178360101438e-05
364,5.2542690936385816e-05
365,5.225596464510735e-05
366,5.197157897081424e-05
367,5.168950850661625e-05
368,5.140972818942282e-05
369,5.113221329437546e-05
370,5.085693942938515e-05
371,5.0583882529772236e-05
372,5.031301885300692e-05
373,5.0044324973547994e-05
374,4.977777777777778e-05
375,4.951335445903124e-05
376,4.925103251271732e-05
377,4.899078973153047e-05
378,4.873260420075048e-05
379,4.8476454293628806e-05
380,4.8222318666859556e-05
381,4.7970176256133335e-05
382,4.7720006271772256e-05
383,4.747178819444444e-05
384,4.722550177095632e-05
385,4.698112701012108e-05
386,4.6738644178701875e-05
387,4.649803379742799e-05
388,4.6259276637082754e-05
389,4.602235371466141e-05
390,4.57872462895978e-05
391,4.55539358600583e-05
392,4.532240415930179e-05
393,4.509263315210389e-05
394,4.4864605031245e-05
395,4.4638302214059796e-05
396,4.441370733904789e-05
397,4.419080326254387e-05
398,4.396957305544563e-05
399,4.375e-05
