"consdummy","capital_intensity","failure","labour_product","fin_cons","inv","ICR_failure","NEG_VA","real_SA","Z_score","misallocated_fixed","profitability","area","dummy_patents","dummy_trademark","financial_sustainability","car","liquidity_return","pension_tax_debts"
"0",107998.2890625,"Non-failed",83933.4296875,0.0624719187617302,32392,"0","0",-12.2695274353027,1.75915670394897,"0","0","center","0","0",0.0076243719086051,0.350023120641708,0.106181062757969,0.000118894669867586
"0",3958.125,"Failed",39093.375,0.156441882252693,1537,"0","0",-9.76951599121094,2.44615292549133,"0","0","center","0","0",0.0111967585980892,2.23945808410645,0.06389369815588,3.37290875904728e-05
"0",754596.25,"Non-failed",43875.66796875,0.0774495676159859,21647,"0","0",-13.6619920730591,0.255748480558395,"0","0","north","0","0",0.019154554232955,7.36346340179443,0.0163191873580217,6.48879449727247e-07
"0",35781.84375,"Non-failed",45623.2734375,0.230070292949677,642745,"0","0",-11.9913330078125,1.63904178142548,"0","0","north","0","0",0.00891416240483522,0.106852069497108,0.0301065184175968,3.18133024848066e-05
"0",34437.66796875,"Non-failed",37399.33203125,0.210912346839905,14392,"0","0",-9.41953945159912,1.60483682155609,"0","0","center","0","0",0.0160770304501057,0.174972474575043,0.0734807401895523,1.82232979568653e-05
"0",57011.91015625,"Failed",64849.63671875,0.0271055176854134,9791,"0","0",-10.9101209640503,1.50249040126801,"0","0","north","0","0",0.0073565156199038,3.183748960495,0.16264146566391,2.7366166250431e-05
"0",400593.8125,"Failed",96841.40625,0.218666702508926,491487,"1","0",-12.4540071487427,0.821168184280396,"0","0","north","0","0",0.0172882433980703,0.163322776556015,0.0563266985118389,4.19276802858803e-05
"0",57330.48828125,"Non-failed",100548.8203125,0.0142666744068265,1259823,"0","0",-11.9750881195068,2.07076549530029,"0","0","north","0","0",0.00198992062360048,0.300762921571732,0.190094545483589,3.60648118657991e-05
"0",467,"Failed",45495.25,6.19501952314749e-05,1,"0","0",-9.75054454803467,0.948772788047791,"0","0","north","0","0",-9.83734935289249e-06,0.0216629542410374,0.0710739567875862,2.65589624177665e-05
"0",0,"Failed",72180,0.00674844020977616,0,"0","0",-8.93073558807373,0.998723447322845,"0","0","north","0","0",0.00165611202828586,0.211665585637093,0.0815675780177116,0.000389195658499375
"0",1632,"Non-failed",27346.5,0.768605351448059,-824,"0","0",-9.94659042358398,0.811311423778534,"1","0","center","0","0",0.0761630907654762,0.0915607735514641,0.0078331595286727,3.07923219224904e-05
"0",30453.8671875,"Non-failed",32475.400390625,0.14492130279541,147044,"1","0",-10.3823289871216,0.746691167354584,"0","0","north","0","0",0.00281862029805779,0.00965518318116665,0.0273993574082851,0.000616174074821174
"0",182434.328125,"Non-failed",47843.33203125,0.249988615512848,532870,"0","0",-10.2758684158325,0.76904034614563,"0","0","north","0","0",0.0280970763415098,0.245213881134987,0.0396290197968483,3.2226846087724e-05
"0",7673.59716796875,"Failed",82904.46875,0.0416092872619629,106153,"0","0",-12.0922565460205,2.27962350845337,"0","0","center","0","0",0.00451555615290999,3.79267811775208,0.131053313612938,1.52715838339645e-05
"0",60033.22265625,"Non-failed",48804.77734375,0.00446742633357644,20471,"0","0",-11.4101686477661,1.09867680072784,"0","0","center","0","0",0.000842459965497255,4.44475078582764,0.0604105889797211,3.21313091262709e-05
"0",17047,"Failed",23068.5,0.178108632564545,9535,"1","0",-9.19488620758057,1.31194162368774,"1","0","north","0","0",0.030424052849412,0.18399515748024,0.111600309610367,6.48909772280604e-05
"0",52358.33203125,"Non-failed",26176,0.00367114297114313,296034,"0","0",-10.1036081314087,1.40489685535431,"0","0","north","0","0",9.54454080783762e-05,0.064948596060276,0.0308638177812099,3.51833623426501e-05
"0",229617.296875,"Non-failed",95288.609375,0.760464131832123,918341,"1","0",-12.8537521362305,1.20495045185089,"0","0","north","1","0",0.0240789838135242,0.846333622932434,0.00738464761525393,6.09902599535417e-06
"0",16686.94140625,"Non-failed",57713.8828125,0.209535345435143,25571,"0","0",-9.85200023651123,2.22221684455872,"1","0","north","0","0",0.014099171385169,0.129365459084511,0.0604983754456043,0.000463295786175877
"1",96498.1015625,"Non-failed",83475.2890625,0.132794752717018,4969000,"0","0",-14.338996887207,1.09960043430328,"0","0","north","1","1",0.0138818612322211,0.627512633800507,0.0483393706381321,7.40951145417057e-05
"0",665.784118652344,"Failed",6785.60205078125,1,-4270210,"1","0",-12.827618598938,0.627293407917023,"0","0","north","0","0",0.00131623214110732,0.360207051038742,-0.16776941716671,3.80647907149978e-05
"0",191739.796875,"Non-failed",51886.69921875,0.304574608802795,86668,"0","0",-12.6942672729492,0.725104987621307,"0","0","north","1","0",0.0255435649305582,0.220571920275688,0.0348130129277706,1.88151843758533e-05
"0",8916.4287109375,"Non-failed",20493.142578125,0.0343936234712601,102063,"0","0",-10.023512840271,1.98194932937622,"0","0","island","0","0",0.00250787846744061,0.923218667507172,0.0762428045272827,5.69125331821851e-05
"0",20651.361328125,"Non-failed",63953.6796875,0.0431545302271843,538790,"0","0",-14.3371429443359,2.19682669639587,"0","0","north","0","1",0.00723698083311319,0.475921332836151,0.0503277108073235,3.6090706998948e-05
"0",19169,"Non-failed",38371,0.370008677244186,11286,"0","0",-9.92305564880371,1.63858211040497,"1","0","center","0","0",0.0234078858047724,0.921680748462677,0.0293362475931644,5.28464352100855e-06
"0",4558.66650390625,"Non-failed",13824,0.200354605913162,2338,"0","0",-9.78856754302979,1.84424459934235,"0","0","south","0","0",0.00369179155677557,0.590876758098602,0.0165642723441124,6.50156744086416e-06
"0",52408.14453125,"Non-failed",38639.6171875,0.619957983493805,171012,"1","0",-12.2064256668091,1.67420518398285,"0","0","north","0","1",0.00532637070864439,1.94510722160339,0.00703928153961897,1.02661306300433e-05
"0",10040.470703125,"Non-failed",29469.94140625,0.193042412400246,104925,"0","0",-12.3975391387939,1.73137259483337,"0","0","center","0","0",0.00306061492301524,0.730190694332123,0.0155008612200618,1.38621689984575e-05
"0",97827.3125,"Non-failed",155727.625,0.0134977158159018,260754,"0","0",-11.9187526702881,1.59561657905579,"0","0","center","0","0",0.00360498670488596,1.09978401660919,0.146208316087723,6.28485722700134e-05
"0",336706.65625,"Non-failed",147866.46875,0.00275982543826103,2377626,"0","0",-13.4222469329834,1.16602909564972,"0","0","north","0","0",0.000768175814300776,7.31252861022949,0.102277398109436,1.29517020468484e-05
"0",13573.7314453125,"Failed",33059.12109375,0.0597101375460625,94826,"0","0",-10.7764358520508,1.87195611000061,"0","0","center","0","0",0.00294594978913665,0.344935953617096,0.0692797526717186,3.95341412513517e-05
"0",24579,"Failed",24800.5,1,0,"1","0",-9.37973976135254,0.303713530302048,"1","1","north","0","0",0.0676218569278717,0.0229353103786707,-0.0670036673545837,2.44337261392502e-05
"0",1984,"Failed",47272,1,-4088,"1","0",-9.49302768707275,0.175357967615128,"1","1","north","0","0",0.181100144982338,-0.0189300645142794,-0.04840187728405,2.25536186917452e-05
"0",292528.75,"Non-failed",86224.5,0.264510452747345,90350,"1","0",-11.5355272293091,0.750598132610321,"0","0","island","0","0",0.0293395295739174,0.742321789264679,0.0580949001014233,5.15046849614009e-05
"0",134063.859375,"Failed",48746.33203125,0.220813482999802,803958,"1","0",-12.4845685958862,0.845599472522736,"0","0","north","1","1",0.00933095160871744,0.256533235311508,0.0238356627523899,1.76946286956081e-05
"0",55677.77734375,"Failed",60991.890625,0.0153651209548116,11720,"0","0",-10.0520353317261,0.939830183982849,"0","0","center","0","0",0.00277117569930851,0.857713401317596,0.110788553953171,4.84715383208822e-05
"0",26693.333984375,"Non-failed",102080.3359375,0.00124141958076507,786,"0","0",-9.27332782745361,1.47207999229431,"0","0","north","0","0",0.000230691992328502,0.189542666077614,0.277208030223846,8.30339704407379e-05
"0",26533.845703125,"Failed",56104.4609375,0.138114750385284,34544,"0","0",-10.4291210174561,1.34708523750305,"0","0","north","0","0",0.0156528390944004,0.114430904388428,0.080657884478569,4.33101267844904e-05
"0",3873.52001953125,"Non-failed",25775.119140625,0.483636796474457,95191,"0","0",-10.8195085525513,1.51211750507355,"1","0","island","0","0",0.0254566445946693,0.0960713624954224,0.0273295789957047,0
"0",65248.66796875,"Failed",-6217.66650390625,1,26639,"1","1",-10.2654142379761,0.375899285078049,"1","1","center","0","0",0.0449903830885887,-0.114954553544521,-0.148255750536919,4.07301813538652e-05
"0",129967.953125,"Non-failed",87392.65625,0.0453628748655319,757987,"0","0",-13.4857368469238,1.21519708633423,"0","0","north","1","1",0.00720533030107617,0.874588906764984,0.0977295190095901,2.989892163896e-05
"0",159073.296875,"Non-failed",244358.59375,0.016733705997467,1903645,"0","0",-13.8554573059082,1.66059947013855,"0","0","north","0","0",0.00268347840756178,1.28934323787689,0.092513807117939,1.81778468686389e-05
"0",407.799987792969,"Failed",25843.599609375,0.0592577531933784,1,"0","0",-9.5448751449585,1.27398896217346,"0","0","center","0","0",0.0140345804393291,0.711603939533234,0.0773000866174698,0
"0",32581.091796875,"Non-failed",43103.546875,0.261436939239502,261676,"0","0",-10.2509212493896,1.39911460876465,"0","0","north","0","0",0.0193796027451754,0.00315496372058988,0.0432170704007149,4.80460730614141e-05
"0",5913.33349609375,"Failed",25018.333984375,0.263477236032486,-647,"0","0",-9.27041912078857,1.51111459732056,"0","0","north","0","0",0.0116558941081166,0.0897054299712181,0.0119919367134571,8.06409370852634e-05
"0",3628.125,"Non-failed",64352.5,0.0566901229321957,26685,"0","0",-9.53264999389648,3.20423126220703,"0","0","north","0","0",0.0052228276617825,0.176556304097176,0.127130419015884,0.000147022132296115
"0",65252.75,"Non-failed",40065.75,0.0514814928174019,85433,"0","0",-10.2796239852905,1.10716807842255,"0","0","north","0","0",0.0026923178229481,0.502691090106964,0.0394217483699322,5.67129136470612e-05
"0",73754.9375,"Non-failed",59525.125,0.075305312871933,219036,"0","0",-12.3667755126953,1.00125825405121,"0","0","south","0","0",0.00813022255897522,1.67067289352417,0.0536442957818508,1.58749116963008e-05
"0",9800.1923828125,"Failed",44858.9609375,0.2988640666008,25762,"0","0",-11.7774381637573,1.1647275686264,"0","0","north","0","0",0.0180389750748873,0.0278348252177238,0.0310420468449593,2.7261812647339e-05
"0",475.25,"Failed",3506,1,-34304,"1","0",-8.3864107131958,2.92555379867554,"0","0","north","0","0",0.00214557047002017,3.44237756729126,-0.0199932623654604,0
"0",104204.3125,"Non-failed",67322.96875,0.0223002601414919,545803,"0","0",-12.4451856613159,0.906171560287476,"0","0","north","0","0",0.00713485851883888,4.05551767349243,0.148562327027321,3.35262484441046e-05
"0",15074.5,"Failed",34190,0.0188558343797922,301,"0","0",-9.30249977111816,1.44746112823486,"0","0","south","0","0",0.000937490782234818,0.330358028411865,0.0441016033291817,2.42801706917817e-05
"0",17766.875,"Non-failed",38317.6875,0.294284045696259,229447,"0","0",-12.6440486907959,1.69257473945618,"0","0","north","0","1",0.0148989148437977,0.145325154066086,0.0448386557400227,4.04206548410002e-05
"0",69117,"Failed",27921.599609375,0.167196527123451,82842,"0","0",-9.7108154296875,0.897955596446991,"0","0","center","0","0",0.00686617940664291,0.48618757724762,0.0290971752256155,0
"0",162519.546875,"Non-failed",39257.63671875,0.288569927215576,5177,"0","0",-11.7816343307495,0.473142147064209,"0","0","north","0","0",0.0216551665216684,1.75227463245392,0.0159850139170885,1.00852876130375e-05
"0",58492.06640625,"Non-failed",42828.53515625,0.299894392490387,9996,"0","0",-12.5229320526123,0.993800938129425,"0","0","north","0","0",0.0136717157438397,1.32079291343689,0.0217702742666006,1.16440105557558e-05
"0",33734.25,"Non-failed",52361.75,0.0274468064308167,26027,"0","0",-10.8987712860107,2.80097579956055,"0","0","north","0","0",0.0009366893209517,2.35131406784058,0.0659738853573799,4.08679297834169e-05
"0",20519.357421875,"Failed",20366.142578125,1,42800,"1","0",-10.5372323989868,0.259668976068497,"1","1","north","0","0",0.0317614302039146,-0.234315007925034,-0.238520830869675,7.41056937840767e-05
"0",52882.5859375,"Non-failed",55341.609375,0.168236449360847,77442,"0","0",-11.3432989120483,1.62599337100983,"0","0","north","1","0",0.00526344683021307,0.152519881725311,0.030488258227706,3.61654856533278e-05
"1",51402.09375,"Non-failed",37200.71875,0.453916221857071,18089000,"0","0",-16.6347885131836,1.33448243141174,"1","0","north","1","1",0.04020981118083,0.303262382745743,0.0394365154206753,8.95995867722377e-07
"0",1686.5,"Failed",15758.75,1,700,"1","0",-7.25628995895386,3.117506980896,"0","0","south","0","0",0.00141709961462766,-0.0221860595047474,-0.356121569871902,0
"0",2870,"Non-failed",41298,0.00155629497021437,2200,"0","0",-9.30443382263184,1.83934998512268,"0","0","south","0","0",0.000320109509630129,21.3685665130615,0.147599563002586,1.64847660926171e-05
"1",835665.25,"Non-failed",889371.8125,0.00874747149646282,2493331,"0","0",-14.77281665802,1.24598228931427,"0","0","north","1","1",0.00551513349637389,1.62714993953705,0.066676914691925,9.48435354075627e-06
"0",10271.8330078125,"Failed",28826,0.0961277857422829,-27294,"0","0",-9.53833866119385,1.56001722812653,"0","0","north","0","0",0.00875094160437584,0.92558228969574,0.070173092186451,5.39334869245067e-05
"1",67452.0859375,"Non-failed",80013.3984375,0.116717427968979,26021676,"0","0",-15.9280109405518,1.68581712245941,"0","0","center","0","0",0.0120245469734073,0.240975990891457,0.0935676917433739,1.55700070081366e-06
"0",32238.5,"Failed",28779,0.00894914008677006,2044,"0","0",-8.86627006530762,1.30453777313232,"0","0","south","0","0",0.000943444669246674,0.955671191215515,0.100245967507362,3.04452987620607e-05
"0",64837.765625,"Failed",35782.49609375,1,8548196,"1","0",-13.9547004699707,0.0336689688265324,"1","1","north","0","1",0.0308947954326868,0.0110389776527882,-0.117651700973511,3.81795325665735e-05
"0",109198.609375,"Non-failed",33067.77734375,1,56827,"1","0",-12.8842010498047,1.11563956737518,"0","0","north","0","0",0.00867078825831413,0.398689836263657,-0.0211621895432472,1.19002570500015e-05
"0",4181.33349609375,"Failed",88347.6640625,0.0540205240249634,29908,"0","0",-10.3942461013794,2.16303372383118,"0","0","north","0","0",0.00371097144670784,0.657652318477631,0.0897319763898849,3.72026806871872e-05
"0",102374.0625,"Failed",93821.0625,0.0545376129448414,283150,"0","0",-13.6533441543579,5.16650199890137,"0","0","north","0","0",0.000519993482157588,0.0446473360061646,0.0356905050575733,9.67012783803511e-06
"0",74522.3046875,"Non-failed",79293.5390625,0.022713728249073,386154,"0","0",-12.0391244888306,1.7322096824646,"0","0","north","0","0",0.00532228033989668,0.837221920490265,0.202698469161987,2.90499319817172e-05
"1",193700.390625,"Non-failed",177721.78125,0.295670568943024,832058,"0","0",-12.8707122802734,1.2289696931839,"0","0","north","0","0",0.0215280093252659,0.246805086731911,0.0411962196230888,3.18796173814917e-06
"0",16167.900390625,"Non-failed",58162.1015625,0.0260230489075184,3588,"0","0",-10.0538702011108,2.63681721687317,"0","0","north","0","0",0.00541442725807428,0.315566003322601,0.21996733546257,6.24236563453451e-05
"0",16722.84375,"Non-failed",42843.3125,0.420681148767471,36220,"0","0",-11.1808576583862,1.39497709274292,"1","0","north","0","0",0.0196418203413486,0.0305874235928059,0.0231497716158628,0.000195397777133621
"0",3033,"Failed",-4236,1,-4231,"1","1",-9.77246856689453,0.50691020488739,"0","0","south","0","0",0.00334922503679991,-0.606128394603729,-0.0356794260442257,0.000318620092002675
"0",2203,"Failed",25663.333984375,0.64089560508728,-2723,"0","0",-9.34250926971436,1.52561819553375,"1","0","north","0","0",0.04868508502841,0.0780137404799461,0.00386448157951236,0.000169291408383287
"0",14311.7587890625,"Non-failed",60378.4140625,0.0502346530556679,171919,"0","0",-11.2233304977417,2.1316990852356,"0","0","north","1","0",0.00212299497798085,0.567922949790955,0.0578409545123577,6.4470965298824e-05
"0",13711.9287109375,"Failed",41007.21484375,0.20134362578392,153506,"0","0",-10.567174911499,1.79887878894806,"0","0","center","0","0",0.00494428304955363,0.143902108073235,0.0263519156724215,2.79253272310598e-05
"0",118255.4609375,"Failed",3514.69482421875,1,-1328837,"1","0",-13.8101577758789,0.0711025595664978,"1","1","north","0","1",0.151730000972748,0.0314509458839893,-0.154526695609093,2.11513888643822e-05
"0",31230.326171875,"Failed",22326.466796875,1,2190869,"1","0",-11.9487543106079,1.28449046611786,"1","1","north","0","0",0.0192406307905912,0.00650553964078426,-0.0651847571134567,7.27776205167174e-05
"0",9717.0419921875,"Non-failed",48112.11328125,0.0384707525372505,180224,"0","0",-11.7744073867798,1.72719776630402,"0","0","island","0","0",0.00401079468429089,0.180180206894875,0.0856460481882095,7.63615389587358e-05
"0",240894.5,"Non-failed",44725,0.198387995362282,181556,"0","0",-10.9319753646851,0.800606071949005,"0","0","north","0","0",0.0135204261168838,0.0443329364061356,0.040559146553278,1.9796987544396e-05
"0",589921.3125,"Non-failed",208617.671875,0.241765484213829,41965,"0","0",-11.388650894165,0.784637093544006,"0","0","north","0","0",0.0264032296836376,0.43800961971283,0.0476485937833786,0.000123286779853515
"0",23594,"Failed",24515.541015625,0.442821979522705,23441,"0","0",-11.3923406600952,0.712054193019867,"0","0","center","0","0",0.0334777571260929,0.211010485887527,0.0247141774743795,7.02112665749155e-05
"0",0,"Failed",119588.109375,0.169604510068893,0,"0","0",-10.9468383789062,2.36436867713928,"0","0","north","0","0",0.000771454651840031,0,0.00502062169834971,2.42480891756713e-05
"0",198.722229003906,"Failed",11849.4443359375,0.00054864666890353,1,"0","0",-8.49752140045166,4.97943878173828,"0","0","island","0","0",4.20419564761687e-05,0.368228942155838,0.236805200576782,0.000130713640828617
"0",65295.0625,"Failed",157958.9375,0.00238528032787144,34126,"0","0",-11.6799812316895,2.55380487442017,"0","0","north","0","0",0.000260192202404141,0.528625309467316,0.14194056391716,8.0065758083947e-05
"1",30907.861328125,"Failed",60909.453125,0.253826260566711,3368963,"1","0",-13.619665145874,3.25198364257812,"0","0","north","1","0",0.00554138701409101,0.181209698319435,0.0572169162333012,1.53942181668754e-07
"0",10622,"Non-failed",31435,0.414014637470245,2956,"0","0",-8.90134716033936,1.99061143398285,"1","0","island","0","0",0.0258538071066141,0.216804623603821,0.032160397619009,8.91408308234531e-06
"0",0,"Failed",32047.400390625,0.0816767141222954,-143372,"0","0",-8.91818523406982,7.95848226547241,"1","0","center","0","0",0.0132280457764864,-0.455084681510925,0.781483054161072,0.000245475152041763
"0",365993,"Failed",62051,0.298067510128021,2770,"0","0",-9.59175586700439,0.304873108863831,"0","0","north","0","0",0.052660770714283,0.0878219082951546,0.0341029204428196,4.99709176438046e-06
"0",224579.65625,"Non-failed",106809.515625,0.0459316559135914,4115793,"0","0",-12.3565225601196,1.81208479404449,"0","0","north","0","1",0.00339681399054825,0.22708734869957,0.0916316509246826,3.61809252353851e-05
"0",106678.6640625,"Non-failed",30709.333984375,0.112488061189651,68201,"0","0",-10.4217262268066,0.731235206127167,"0","0","south","0","0",0.00716782780364156,0.978643774986267,0.0336378999054432,5.83603541599587e-05
"0",14049.375,"Non-failed",38622.375,0.000323073560139164,13312,"0","0",-10.1180858612061,2.17082476615906,"0","0","north","0","0",4.95176063850522e-05,2.24430823326111,0.151055976748466,8.39833955978975e-05
"0",1744.5,"Failed",24110,1,-580,"1","0",-9.69518566131592,0.926587462425232,"0","0","center","0","0",0.00273699918761849,0.273593991994858,-0.00574557669460773,0.000103301113995258
"0",69176.6015625,"Non-failed",55357.19921875,0.00875985343009233,35314,"0","0",-10.8531398773193,1.70726943016052,"0","0","north","0","0",0.00137690885458142,3.40787220001221,0.101109229028225,5.33884376636706e-05
"0",5156.5,"Non-failed",34366,0.0228505972772837,22448,"0","0",-10.1840324401855,2.15440607070923,"0","0","center","0","0",0.000570038799196482,0.0701019242405891,0.0310795698314905,2.1821069822181e-05
"0",7007.5,"Failed",29052,1,9158,"1","0",-10.3191356658936,1.69063949584961,"0","0","north","0","0",0.0134456632658839,0.0902724340558052,-0.0136911990121007,1.60009803948924e-05
"0",51601.046875,"Non-failed",102832.953125,0.0775765553116798,14849,"0","0",-13.6640300750732,1.21575939655304,"0","0","north","1","0",0.0140879731625319,0.829158127307892,0.0709467008709908,3.63138460670598e-05
"0",95506.6640625,"Failed",3575.16674804688,1,-62220,"1","0",-11.4003820419312,0.00871202722191811,"1","1","south","0","0",0.199186101555824,0.537808358669281,-0.0777902975678444,0.000120134827739093
"0",36826.22265625,"Non-failed",39447.22265625,0.0712426006793976,61845,"0","0",-11.6307592391968,1.51262545585632,"0","0","north","0","0",0.00313218031078577,0.105332411825657,0.0462271794676781,7.66137454775162e-05
"0",277234.1875,"Failed",51531.6015625,0.0313996858894825,11619,"0","0",-10.5973854064941,1.110426902771,"0","0","north","0","0",0.00199381494894624,0.188673704862595,0.046276081353426,0
"0",43690.5,"Failed",24493.666015625,0.242323681712151,67496,"0","0",-10.6528148651123,0.934648931026459,"0","0","island","0","0",0.00906814448535442,0.100450657308102,0.0234096329659224,0.000120981712825596
"0",51335.8515625,"Failed",159420.03125,0.0496835485100746,1408313,"0","0",-12.1314525604248,1.51959800720215,"0","0","north","0","0",0.00657109543681145,0.119351774454117,0.0848371163010597,7.8046003181953e-05
"0",247274.390625,"Non-failed",49848.890625,0.148803606629372,175866,"0","0",-13.0177755355835,1.23971045017242,"0","0","center","0","0",0.00394765706732869,0.604211628437042,0.023293187841773,1.84958116733469e-05
"0",12815.2861328125,"Non-failed",51844.23828125,0.0180477127432823,34765,"0","0",-10.6217517852783,1.52255976200104,"0","0","north","0","0",0.00455722212791443,0.815480828285217,0.0588970072567463,2.70745167654241e-05
"0",44545.75,"Non-failed",24588.75,1,10555,"1","0",-10.1721286773682,0.26056507229805,"0","0","center","0","0",0.0536952279508114,0.00982731860131025,-0.0307398978620768,0.000505175616126508
"0",13184.2451171875,"Non-failed",167052.125,2.30231689783977e-05,315913,"0","0",-13.4011754989624,2.96523475646973,"0","0","north","1","1",2.92009699478513e-05,1.95784497261047,0.224975869059563,2.75707880064147e-05
"0",31838.693359375,"Failed",30249.556640625,1,834809,"1","0",-12.0789060592651,1.05250370502472,"1","1","north","0","0",0.0452663786709309,0.205164939165115,-0.0785896480083466,9.57368247327395e-05
"0",14443.25,"Non-failed",34779.75,0.104664906859398,4164,"0","0",-9.81384563446045,1.88425552845001,"0","0","north","0","0",0.00297725666314363,0.264944583177567,0.0335731767117977,3.86468746000901e-05
"0",172755.828125,"Failed",124128.296875,0.0425932668149471,597792,"0","0",-11.6284675598145,1.12778949737549,"0","0","north","0","0",0.0150694213807583,0.439201921224594,0.214009150862694,5.73857469134964e-05
"0",22428.333984375,"Failed",88175,0.0788602381944656,52585,"0","0",-10.6956348419189,1.79631412029266,"0","0","north","0","0",0.00128742004744709,0.554713189601898,0.0635809525847435,4.85741975353449e-06
"0",10539.5,"Failed",65940,0.0056996219791472,3915,"0","0",-8.58412456512451,4.00712299346924,"0","0","north","0","0",0.00155397295020521,4.32484674453735,0.33331885933876,9.7458396339789e-05
"0",59624,"Failed",51367,0.100377805531025,8683,"1","0",-9.45809936523438,1.53997921943665,"0","0","center","1","0",0.00836117006838322,3.45901012420654,0.0796245634555817,0
"0",443187.5625,"Non-failed",86138.78125,0.0204263683408499,397630,"0","0",-12.9072313308716,0.796652376651764,"0","0","north","1","1",0.00245026452466846,1.73913204669952,0.0557768233120441,1.76653829839779e-05
